entity_id,entity_label,relation_id,relation_label,inverse,question,answer_id,entity_start,entity_end
Q25265,felidae,P105,taxon rank,False,what rank is the organism classification felidae,Q35409,6,6
Q9362145,to kill this love,P495,country of origin,False,which country did the film to kill this love take place in,Q36,5,8
Q3224256,le manège,P495,country of origin,False,where in europe is le manege filmed at,Q142,4,5
Q7259632,pulse,P495,country of origin,False,Which country did the film pulse come from,Q30,5,5
Q7155207,paulo edson nascimento costa,P19,place of birth,False,Where was paulo edson nascimento costa born,Q40269,2,5
Q356487,tim mcgraw,P1303,instrument,False,what instrument does tim mcgraw play,Q6607,3,4
Q7499228,shiva,P57,director,False,Who directed the tv series episode shiva,Q4802463,6,6
Q3410051,psycho fox,P136,genre,False,What genre of computer videogame is psycho fox,Q828322,6,7
Q138725,1398 donnera,P31,instance of,False,what category is 1398 donnera,Q193275,3,4
Q5496790,freddie roulette,P19,place of birth,False,Where in illinois was freddie roulette born,Q462799,4,5
Q4909127,bill gerber,R162,producer,True,bill gerber  was the producer of what film,Q857861,0,1
Q19201,mike shinoda,P1303,instrument,False,what instrument is played by mike shinoda,Q5994,5,6
Q6182342,jermaine mays,P27,country of citizenship,False,What is the nationality of jermaine mays,Q30,5,6
Q229513,sarah vaughan,R175,performer,True,what is an album by sarah vaughan,Q17040528,5,6
Q91811,alexander nikuradse,P20,place of death,False,where did alexander nikuradse die,Q1726,2,3
Q5393343,ernest jeremiah chukwuma,P413,position played on team / speciality,False,what position does ernest jeremiah chukwuma play in soccer,Q280658,3,5
Q10871364,baseball player,R106,occupation,True,whats the name of a professional baseball player,Q876758,6,7
Q238702,brian aldiss,P607,conflict,False,What world war was brian aldiss involved in,Q362,4,5
Q575306,cairo,R19,place of birth,True,Name a person born in cairo.,Q6451263,5,5
Q5169470,coral lansbury,P21,sex or gender,False,What is the gender of coral lansbury,Q6581072,5,6
Q1124369,nurses,P170,creator,False,who is the creator of the nurses tv program,Q446299,6,6
Q2777876,lisa ann karčić,P21,sex or gender,False,What gender is lisa ann karcic,Q6581072,3,5
Q1486,buenos aires,R19,place of birth,True,Who was born in buenos aires,Q5438652,4,5
Q291577,cristina scabbia,P136,genre,False,what kind of music does cristina scabbia make,Q178145,5,6
Q7311702,remember the night parties,P175,performer,False,which artist made the album remember the night parties,Q3887779,5,8
Q501763,collective soul,P136,genre,False,what kind of music describes collective soul,Q379671,5,6
Q36834,composer,R106,occupation,True,who is an american composer,Q2079069,4,4
Q446318,thomas bezucha,R58,screenwriter,True,what film is written by thomas bezucha,Q550248,5,6
Q1906715,masakazu konishi,P19,place of birth,False,Where was masakazu konishi born,Q34600,2,3
Q111416,klaus dierks,P20,place of death,False,where did  klaus dierks die,Q3935,2,3
Q431121,"prince amedeo, 3rd duke of aosta",P509,cause of death,False,"what disease did prince amedeo, duke of aosta die from",Q12204,3,7
Q1276176,john scott,R86,composer,True,which 1998 film did john scott help provide the music for,Q503033,4,5
Q5018164,cal mclish,P413,position played on team / speciality,False,what position did cal mclish play,Q1048902,3,4
Q210179,chamber symphony no. 2,P826,tonality,False,which key is the chamber symphony no. 2 in,Q5728362,4,7
Q10514724,harry jeffra,P27,country of citizenship,False,which country is harry jeffra from,Q30,3,4
Q368526,yauco,R19,place of birth,True,"What are people born in yauco, puerto rico called",Q5483583,5,5
Q37073,pop music,R136,genre,True,Who a pop music duo from japan,Q1190621,2,3
Q7811915,toby wright,P106,occupation,False,What was Toby Wright profession,Q19204627,2,3
Q4821405,augustus charles newman,P21,sex or gender,False,what is the gender of augustus charles newman,Q6581097,5,7
Q202729,jerry lee lewis,P264,record label,False,What label signed jerry lee lewis,Q898618,3,5
Q71032,robert bosch,R112,founded by,True,Which organization was founded by robert bosch,Q234021,5,6
Q2401491,21 arietis,P31,instance of,False,What type of celestial object is 21 arietis,Q523,6,7
Q554729,6207 bourvil,P31,instance of,False,what kind of body is 6207 bourvil,Q3863,5,6
Q7819461,tommy grant,P20,place of death,False,where did tommy grant spend his last day alive,Q92561,2,3
Q131272,soul music,R136,genre,True,Name a soul music album.,Q3510532,2,3
Q79875,mobile,R19,place of birth,True,Name a person born in mobile.,Q3852018,5,5
Q6933826,mulberry river,P403,mouth of the watercourse,False,What river is mulberry river apart of,Q8319,3,1
Q2006869,x-men,R179,part of the series,True,What is the third movie in the series of x-men,Q221168,9,9
Q5601304,toronto - greatest hits,P175,performer,False,which musician created greatest hits,Q7826258,1,4
Q1390921,fabrício silva dornellas,P27,country of citizenship,False,what is fabricio silva dornellas country of nationality,Q155,2,4
Q6213843,joel plaskett,P264,record label,False,Which label is joel plaskett with,Q6753829,3,4
Q2655557,jack hanlon,P19,place of birth,False,where was jack hanlon born at,Q16558,2,3
Q5672317,harry sheppard,P136,genre,False,does harry sheppard play jazz or rock music,Q8341,1,2
Q235216,maaya sakamoto,R175,performer,True,whats an album created by the artist  maaya sakamoto,Q2778176,7,8
Q13474373,professional wrestler,R106,occupation,True,who was able to make a living as a professional wrestler,Q3837569,9,10
Q3847855,alexander campbell,R112,founded by,True,alexander campbell (clergyman) is the founder of what organization,Q4897734,0,1
Q26619,dimmit county,P138,named after,False,"who is dimmit county, texas named after",Q7183452,2,3
Q5235394,david j. bodycombe,P27,country of citizenship,False,which country is david j. bodycombe from,Q145,3,5
Q1169927,das märchen von der schönen melusine,P86,composer,False,"who was the composer of the fair melusine, op. 32",Q46096,1,7
Q571183,out of sight,P495,country of origin,False,what country has out of sight,Q30,3,5
Q5262370,derek smith,P106,occupation,False,what is the profession of derek smith,Q19204627,5,6
Q6089652,it's-it,P175,performer,False,which band released it's-it,Q876705,3,3
Q6247453,john mccarthy,P20,place of death,False,what city and state did  john mccarthy die,Q23768,5,6
Q3041708,dusty ryan,P413,position played on team / speciality,False,Which position is played by dusty ryan in baseball,Q1050571,5,6
Q3536892,arjun sarja,R57,director,True,what films have arjun sarja been a director for,Q7917973,3,4
Q6692127,lovelace ackah,P27,country of citizenship,False,what is lovelace ackah nationality,Q117,2,3
Q130232,drama film,R136,genre,True,what a good drama movie on netflix,Q731082,3,4
Q3001389,keep running,P495,country of origin,False,what country is cours toujours,Q142,0,1
Q15971368,john baker white,P106,occupation,False,what profession does the democratic politician john baker white have,Q40348,6,8
Q3793880,doubt: a parable,P50,author,False,who wrote doubt: a parable,Q1349456,2,4
Q2071691,lassana camará,P27,country of citizenship,False,what is the nationality of lassana camara,Q1007,5,6
Q939763,dimitar petkov,P21,sex or gender,False,What is dimitar petkov gender,Q6581097,2,3
Q1752030,walter breuning,P21,sex or gender,False,what gender does walter breuning identify with,Q6581097,3,4
Q365320,adolph e. borie,P20,place of death,False,what city in the United states did adolph e. borie die,Q1345,7,9
Q6381338,trevor johansen,P21,sex or gender,False,what gender is trevor johansen,Q6581097,3,4
Q4910121,bill mcgunnigle,P413,position played on team / speciality,False,what position does bill mcgunnigle play,Q1048902,3,4
Q703414,jason mcateer,P413,position played on team / speciality,False,what is jason mcateer position in football,Q193592,2,3
Q1364442,yves navarre,P21,sex or gender,False,what gender was yves navarre,Q6581097,3,4
Q2780253,rocky desantos,P21,sex or gender,False,is rocky desantos male or female,Q6581097,1,2
Q7363754,ron fassler,P27,country of citizenship,False,what is ron fassler nationality,Q30,2,3
Q6792017,matus tomko,P136,genre,False,what classical form of music is matus tomko,Q1344,6,7
Q5672525,harry spear,P21,sex or gender,False,is harry spear a boy or girl,Q6581097,1,2
Q2742896,d2,P123,publisher,False,Who published d2,Q122741,2,2
Q313065,liuvigild,P140,religion or worldview,False,what is the religion of liuvigild,Q83922,5,5
Q460987,roxanne hart,P27,country of citizenship,False,what is the nationality of roxanne hart,Q30,5,6
Q5416824,everquest ii: desert of flames,P404,game mode,False,what is a gameplay mode featured on everquest ii: desert of flames,Q6895044,7,11
Q7684483,tapdancin' bats,P136,genre,False,tapdancin bats  is considered what type of music genre,Q7749,0,1
Q326939,paul rodriguez,P40,child,False,Who is a child of paul rodriguez,Q741258,5,6
Q77659,fritz graebner,P27,country of citizenship,False,which european country is fritz graebner from,Q183,4,5
Q1345,philadelphia,R19,place of birth,True,Who a pianist born in philadelphia,Q725945,5,5
Q16729872,greg holden,P21,sex or gender,False,What is the gender of greg holden,Q6581097,5,6
Q2829752,alain dorval,P19,place of birth,False,what is  alain dorvals place of birth,Q3561,2,3
Q6319842,jános vass,P19,place of birth,False,where was janos vass deliveed,Q167109,2,3
Q5441468,feet of clay,P57,director,False,Who directed the feet of clay film,Q238855,3,5
Q16010537,"clayton w. williams, sr.",P21,sex or gender,False,"what is the gender of  clayton w. williams, sr.",Q6581097,5,8
Q369747,war film,R136,genre,True,what a war film made in 1928,Q466816,2,3
Q5684820,hawk films,R272,production company,True,What is a film produced by hawk films,Q471716,6,7
Q2926612,bruno alicarte,P19,place of birth,False,Where was bruno alicarte born,Q6730,2,3
Q7759328,the rainbow man,P136,genre,False,Of which genre is the film the rainbow man,Q842256,4,8
Q6123667,jaime astrain,P19,place of birth,False,Where was jaime astrain born in,Q2807,2,3
Q24925,science fiction,R136,genre,True,who is a science fiction character created by suzanne collins,Q1545217,3,4
Q15436825,jorge zamacona,P21,sex or gender,False,What is jorge zamacona gender,Q6581097,2,3
Q2603157,francis lopez,P21,sex or gender,False,which gender is francis lopez,Q6581097,3,4
Q2304825,puppet on a chain,P50,author,False,who was the author of the book puppet on a chain,Q333713,7,10
Q2706570,midsummer dream,P495,country of origin,False,which european country was midsummer dream filmed in,Q45,4,5
Q61060,augustin bea,P21,sex or gender,False,What gender is augustin bea,Q6581097,3,4
Q434267,nora swinburne,P20,place of death,False,Where was nora swinburne killed,Q84,2,3
Q1452283,fred f. sears,P21,sex or gender,False,What gender is fred f. sears,Q6581097,3,5
Q7668376,t. j. racer,P264,record label,False,What record company does t. j. racer belong to,Q627091,4,6
Q3613,symphysodon,P105,taxon rank,False,what rank is discus (fish),Q34740,0,0
Q506102,andré aciman,P106,occupation,False,andre aciman is famous for what,Q36180,0,1
Q645169,view from the top,P364,original language of film or TV show,False,What language is spoken in the movie view from the top,Q1860,7,10
Q90154,axel kruse,P21,sex or gender,False,What is Axel Kruse gender,Q6581097,2,3
Q28374,kungsbacka,R19,place of birth,True,which swedish singer was born in kungsbacka,Q1354583,6,6
Q572954,anthony zinni,P21,sex or gender,False,What is the gender of anthony zinni,Q6581097,5,6
Q1353414,robert gober,P19,place of birth,False,Where was robert gober born,Q755745,2,3
Q4658905,a place to stand,P136,genre,False,What is the genre of a place to stand,Q93204,5,8
Q5541312,george kerr,P413,position played on team / speciality,False,what position does george kerr play,Q25113,3,4
Q5213492,dan fogel,P136,genre,False,dan fogel creates what kind of music genre,Q8341,0,1
Q949974,7460 julienicoles,P65,site of astronomical discovery,False,where was 7460 julienicoles discovered,Q191684,2,3
Q860750,racing video game,R136,genre,True,what a playstation exclusive racing game,Q3256645,4,5
Q726153,epitaph records,R264,record label,True,Name an artist who released work under epitaph records,Q683637,7,8
Q489935,preble county,R131,located in the administrative territorial entity,True,"what city is in preble county, ohio",Q1960222,4,5
Q6100887,iwi hauraki,P21,sex or gender,False,what is iwi hauraki gender,Q6581097,2,3
Q3792671,the falcon in hollywood,P495,country of origin,False,what country was the falcon in hollywood released in,Q30,3,6
Q180268,gospel music,R136,genre,True,who is a gospel music artist,Q6847795,3,4
Q981477,robinson,P131,located in the administrative territorial entity,False,what county is robinson in,Q111368,3,3
Q1421512,scram!,P162,producer,False,which producer worked on the movie scram!,Q72792,6,6
Q4825832,autar singh paintal,P19,place of birth,False,Where was autar singh paintal born,Q2712129,2,4
Q1007872,anderson roberto da silva luiz,P413,position played on team / speciality,False,what position does anderson roberto da silva luiz play,Q280658,3,7
Q74291,karl otto weber,P27,country of citizenship,False,what nationality is karl otto weber,Q183,3,5
Q423563,molana abdul ghani hanbhi,P19,place of birth,False,what is the place of birth of abd al-ghani al-maqdisi,Q214178,4,9
